Campus,Student Path,Entry Stat,Old_Hegis,HEGIS at Exit,Major,Potential # of Students,Potential # of Students For Each Year Out of School,25th Percentile Earnings,50th Percentile Earnings,75th Percentile Earnings,Average Earnings,# of Students Found,Year,% students found ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF,15051,15051,Linguistics,70,11,,,,,2,10,18.18%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF,15051,15051,Linguistics,70,8,,,,,1,11,12.50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF,15051,15051,Linguistics,70,7,,,,,1,12,14.29%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF,15051,15051,Linguistics,70,5,,,,,,13,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF,15051,15051,Linguistics,70,4,,,,,,14,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF,15051,15051,Linguistics,70,1,,,,,,15,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF,15061,15061,Speech Communication,"1,165","1,058","$14,311","$26,224","$39,164","$28,468",937,1,88.56%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF,15061,15061,Speech Communication,"1,165",912,"$20,849","$36,617","$48,556","$36,400",775,2,84.98%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF,15061,15061,Speech Communication,"1,165",788,"$26,739","$41,254","$54,948","$42,524",650,3,82.49%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF,15061,15061,Speech Communication,"1,165",697,"$27,298","$45,584","$61,288","$46,547",572,4,82.07%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF,15061,15061,Speech Communication,"1,165",611,"$28,874","$47,441","$66,198","$50,105",490,5,80.20%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF,15061,15061,Speech Communication,"1,165",540,"$28,733","$50,943","$70,171","$53,775",423,6,78.33%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF,15061,15061,Speech Communication,"1,165",476,"$28,617","$51,901","$74,979","$56,513",362,7,76.05%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF,15061,15061,Speech Communication,"1,165",423,"$29,548","$55,140","$79,252","$60,457",298,8,70.45%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF,15061,15061,Speech Communication,"1,165",381,"$32,006","$56,271","$83,930","$66,528",273,9,71.65%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF,15061,15061,Speech Communication,"1,165",342,"$29,551","$56,494","$85,886","$70,705",247,10,72.22%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF,15061,15061,Speech Communication,"1,165",307,"$30,939","$59,370","$88,559","$78,737",212,11,69.06%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF,15061,15061,Speech Communication,"1,165",270,"$29,517","$55,741","$93,274","$69,139",185,12,68.52%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF,15061,15061,Speech Communication,"1,165",214,"$38,049","$66,110","$103,350","$80,048",129,13,60.28%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF,15061,15061,Speech Communication,"1,165",197,"$34,591","$65,800","$102,648","$79,510",121,14,61.42%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF,15061,15061,Speech Communication,"1,165",158,"$38,020","$64,217","$103,017","$78,722",91,15,57.59%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF,17011,17011,Mathematics,114,96,"$6,223","$22,858","$40,883","$25,031",69,1,71.88%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF,17011,17011,Mathematics,114,79,"$11,690","$34,075","$52,805","$33,635",60,2,75.95%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF,17011,17011,Mathematics,114,63,"$26,192","$50,999","$61,361","$45,348",49,3,77.78%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF,17011,17011,Mathematics,114,60,"$24,945","$46,801","$60,941","$44,739",48,4,80.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF,17011,17011,Mathematics,114,55,"$29,546","$54,081","$62,786","$48,585",45,5,81.82%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF,17011,17011,Mathematics,114,52,"$34,161","$52,507","$66,076","$50,882",43,6,82.69%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF,17011,17011,Mathematics,114,45,"$37,962","$53,634","$66,732","$51,777",37,7,82.22%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF,17011,17011,Mathematics,114,38,"$40,176","$57,143","$74,520","$55,385",31,8,81.58%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF,17011,17011,Mathematics,114,34,"$47,322","$63,933","$80,558","$62,318",26,9,76.47%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF,17011,17011,Mathematics,114,31,"$52,810","$71,794","$83,282","$68,515",23,10,74.19%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF,17011,17011,Mathematics,114,25,"$63,004","$78,883","$85,991","$78,710",19,11,76.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF,17011,17011,Mathematics,114,21,"$67,282","$76,575","$82,937","$72,163",17,12,80.95%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF,17011,17011,Mathematics,114,17,"$72,042","$84,155","$92,303","$88,371",14,13,82.35%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF,17011,17011,Mathematics,114,14,"$59,714","$80,081","$89,172","$74,514",12,14,85.71%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF,17011,17011,Mathematics,114,10,"$80,973","$90,455","$95,454","$92,641",8,15,80.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF,19021,19021,Physics,37,29,"$3,386","$10,406","$25,692","$18,897",20,1,68.97%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF,19021,19021,Physics,37,20,"$11,888","$17,760","$34,337","$27,706",17,2,85.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF,19021,19021,Physics,37,12,"$15,088","$30,700","$46,463","$33,260",10,3,83.33%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF,19021,19021,Physics,37,9,"$8,961","$18,673","$57,317","$32,095",6,4,66.67%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF,19021,19021,Physics,37,8,,,,,4,5,50.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF,19021,19021,Physics,37,7,,,,,4,6,57.14%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF,19021,19021,Physics,37,7,,,,,4,7,57.14%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF,19021,19021,Physics,37,5,,,,,2,8,40.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF,19021,19021,Physics,37,5,,,,,2,9,40.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF,19021,19021,Physics,37,4,,,,,1,10,25.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF,19021,19021,Physics,37,3,,,,,2,11,66.67%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF,19021,19021,Physics,37,2,,,,,1,12,50.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF,19021,19021,Physics,37,2,,,,,1,13,50.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF,19021,19021,Physics,37,1,,,,,1,14,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF,19021,19021,Physics,37,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF,19051,19051,Chemistry,62,44,"$14,817","$28,196","$36,024","$29,631",33,1,75.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF,19051,19051,Chemistry,62,31,"$14,940","$40,317","$59,498","$43,152",24,2,77.42%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF,19051,19051,Chemistry,62,26,"$25,950","$51,138","$62,664","$55,161",21,3,80.77%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF,19051,19051,Chemistry,62,23,"$44,396","$56,324","$65,104","$65,201",17,4,73.91%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF,19051,19051,Chemistry,62,19,"$56,121","$65,780","$70,233","$73,876",13,5,68.42%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF,19051,19051,Chemistry,62,16,"$63,313","$71,225","$88,078","$73,770",11,6,68.75%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF,19051,19051,Chemistry,62,15,"$63,266","$74,649","$83,949","$74,787",12,7,80.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF,19051,19051,Chemistry,62,12,"$71,768","$81,250","$101,141","$91,279",9,8,75.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF,19051,19051,Chemistry,62,9,"$74,623","$83,979","$98,922","$79,859",6,9,66.67%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF,19051,19051,Chemistry,62,9,"$71,068","$84,703","$97,976","$87,878",6,10,66.67%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF,19051,19051,Chemistry,62,6,,,,,4,11,66.67%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF,19051,19051,Chemistry,62,6,,,,,4,12,66.67%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF,19051,19051,Chemistry,62,2,,,,,2,13,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF,19051,19051,Chemistry,62,1,,,,,1,14,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF,19051,19051,Chemistry,62,1,,,,,1,15,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF,19141,19141,Geology,36,32,"$5,167","$24,370","$41,256","$25,028",27,1,84.38%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF,19141,19141,Geology,36,24,"$21,916","$41,871","$52,646","$37,087",20,2,83.33%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF,19141,19141,Geology,36,19,"$22,259","$50,158","$53,084","$40,486",17,3,89.47%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF,19141,19141,Geology,36,15,"$37,038","$51,226","$58,048","$47,092",13,4,86.67%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF,19141,19141,Geology,36,11,"$48,820","$61,052","$67,447","$55,265",9,5,81.82%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF,19141,19141,Geology,36,11,"$42,557","$60,260","$77,423","$62,374",8,6,72.73%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF,19141,19141,Geology,36,11,"$52,723","$73,330","$89,003","$71,784",8,7,72.73%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF,19141,19141,Geology,36,10,"$76,014","$84,561","$88,773","$83,915",7,8,70.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF,19141,19141,Geology,36,9,"$41,921","$76,712","$96,336","$79,923",7,9,77.78%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF,19141,19141,Geology,36,9,"$59,416","$80,912","$113,713","$88,492",6,10,66.67%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF,19141,19141,Geology,36,8,"$38,510","$87,079","$116,579","$84,982",6,11,75.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF,19141,19141,Geology,36,7,"$42,949","$81,692","$87,788","$76,871",5,12,71.43%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF,19141,19141,Geology,36,5,,,,,4,13,80.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF,19141,19141,Geology,36,4,,,,,3,14,75.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF,19141,19141,Geology,36,4,,,,,2,15,50.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF,20011,20011,Psychology,"2,438","2,142","$12,136","$21,448","$31,606","$23,757","1,813",1,84.64%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF,20011,20011,Psychology,"2,438","1,780","$16,550","$28,628","$40,277","$30,484","1,513",2,85.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF,20011,20011,Psychology,"2,438","1,497","$20,515","$32,923","$46,958","$35,099","1,247",3,83.30%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF,20011,20011,Psychology,"2,438","1,277","$22,540","$37,441","$53,394","$39,029","1,038",4,81.28%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF,20011,20011,Psychology,"2,438","1,084","$26,374","$40,710","$56,239","$42,746",857,5,79.06%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF,20011,20011,Psychology,"2,438",924,"$28,423","$45,818","$61,254","$46,748",712,6,77.06%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF,20011,20011,Psychology,"2,438",802,"$28,476","$46,882","$64,818","$48,159",624,7,77.81%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF,20011,20011,Psychology,"2,438",699,"$30,072","$49,776","$68,249","$51,328",534,8,76.39%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF,20011,20011,Psychology,"2,438",595,"$35,078","$53,577","$75,346","$56,276",428,9,71.93%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF,20011,20011,Psychology,"2,438",510,"$34,566","$53,944","$76,621","$56,260",372,10,72.94%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF,20011,20011,Psychology,"2,438",443,"$31,553","$55,597","$78,526","$62,977",323,11,72.91%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF,20011,20011,Psychology,"2,438",374,"$32,448","$56,596","$82,401","$60,666",262,12,70.05%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF,20011,20011,Psychology,"2,438",279,"$41,232","$59,797","$81,427","$64,057",186,13,66.67%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF,20011,20011,Psychology,"2,438",239,"$41,497","$63,077","$91,009","$70,097",159,14,66.53%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF,20011,20011,Psychology,"2,438",184,"$42,677","$62,826","$91,268","$66,527",128,15,69.57%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF,21025,21025,Hospitality,197,171,"$12,803","$22,877","$31,479","$24,635",142,1,83.04%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF,21025,21025,Hospitality,197,138,"$17,455","$29,127","$41,924","$31,835",116,2,84.06%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF,21025,21025,Hospitality,197,117,"$18,446","$34,407","$46,689","$33,695",102,3,87.18%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF,21025,21025,Hospitality,197,90,"$23,434","$37,495","$51,061","$39,695",77,4,85.56%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF,21025,21025,Hospitality,197,62,"$28,312","$43,656","$60,499","$47,661",50,5,80.65%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF,21025,21025,Hospitality,197,31,"$28,849","$51,221","$60,527","$48,955",22,6,70.97%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF,21025,21025,Hospitality,197,7,,,,,4,7,57.14%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF,21025,21025,Hospitality,197,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
