Campus,Student Path,Entry Stat,HEGIS At Exit,Hegis For Tableau,Major,Potential # of Students,Potential # of Students For Each Year Out of School,25th Percentile Earnings,50th Percentile Earnings,75th Percentile Earnings,Average Earnings,# of Students Found,Year,% Found,,
0,6,"Postbacc, Postbacc/Cred, Masters, Doctoral, and NA",08997,08997,"Mathematics and Science Education, Graduate Degree",28,19,"$34,460","$73,728","$96,693","$71,118",12,6,63.2%,,
0,6,"Postbacc, Postbacc/Cred, Masters, Doctoral, and NA",08997,08997,"Mathematics and Science Education, Graduate Degree",28,18,"$42,356","$76,243","$95,381","$68,303",11,7,61.1%,,
0,6,"Postbacc, Postbacc/Cred, Masters, Doctoral, and NA",08997,08997,"Mathematics and Science Education, Graduate Degree",28,17,"$44,077","$82,788","$98,633","$73,050",10,8,58.8%,,
0,6,"Postbacc, Postbacc/Cred, Masters, Doctoral, and NA",08997,08997,"Mathematics and Science Education, Graduate Degree",28,16,"$47,620","$90,832","$94,922","$79,235",8,9,50.0%,,
0,6,"Postbacc, Postbacc/Cred, Masters, Doctoral, and NA",08997,08997,"Mathematics and Science Education, Graduate Degree",28,14,"$47,372","$82,882","$105,870","$77,772",7,10,50.0%,,
0,6,"Postbacc, Postbacc/Cred, Masters, Doctoral, and NA",08997,08997,"Mathematics and Science Education, Graduate Degree",28,12,"$87,086","$100,256","$110,675","$92,653",5,11,41.7%,,
0,6,"Postbacc, Postbacc/Cred, Masters, Doctoral, and NA",08997,08997,"Mathematics and Science Education, Graduate Degree",28,11,,,,,4,12,36.4%,,
0,6,"Postbacc, Postbacc/Cred, Masters, Doctoral, and NA",08997,08997,"Mathematics and Science Education, Graduate Degree",28,9,,,,,3,13,33.3%,,
0,6,"Postbacc, Postbacc/Cred, Masters, Doctoral, and NA",08997,08997,"Mathematics and Science Education, Graduate Degree",28,4,,,,,,14,,,
0,6,"Postbacc, Postbacc/Cred, Masters, Doctoral, and NA",08997,08997,"Mathematics and Science Education, Graduate Degree",28,4,,,,,,15,,,
0,6,"Postbacc, Postbacc/Cred, Masters, Doctoral, and NA",09011 + 09012 + 09013,09013,"Engineering, Graduate Degree",285,285,"$48,136","$74,986","$99,589","$73,653",208,1,73.0%,,
0,6,"Postbacc, Postbacc/Cred, Masters, Doctoral, and NA",09011 + 09012 + 09013,09013,"Engineering, Graduate Degree",285,279,"$65,818","$82,895","$105,001","$84,325",198,2,71.0%,,
0,6,"Postbacc, Postbacc/Cred, Masters, Doctoral, and NA",09011 + 09012 + 09013,09013,"Engineering, Graduate Degree",285,263,"$68,911","$89,596","$112,543","$87,891",191,3,72.6%,,
0,6,"Postbacc, Postbacc/Cred, Masters, Doctoral, and NA",09011 + 09012 + 09013,09013,"Engineering, Graduate Degree",285,250,"$71,412","$92,921","$115,474","$90,482",178,4,71.2%,,
0,6,"Postbacc, Postbacc/Cred, Masters, Doctoral, and NA",09011 + 09012 + 09013,09013,"Engineering, Graduate Degree",285,248,"$75,135","$101,070","$119,858","$99,210",170,5,68.5%,,
0,6,"Postbacc, Postbacc/Cred, Masters, Doctoral, and NA",09011 + 09012 + 09013,09013,"Engineering, Graduate Degree",285,246,"$78,556","$106,071","$122,088","$102,110",166,6,67.5%,,
0,6,"Postbacc, Postbacc/Cred, Masters, Doctoral, and NA",09011 + 09012 + 09013,09013,"Engineering, Graduate Degree",285,238,"$81,024","$106,141","$131,672","$106,298",158,7,66.4%,,
0,6,"Postbacc, Postbacc/Cred, Masters, Doctoral, and NA",09011 + 09012 + 09013,09013,"Engineering, Graduate Degree",285,229,"$84,679","$107,014","$135,337","$109,825",152,8,66.4%,,
0,6,"Postbacc, Postbacc/Cred, Masters, Doctoral, and NA",09011 + 09012 + 09013,09013,"Engineering, Graduate Degree",285,218,"$93,727","$115,244","$144,428","$116,983",139,9,63.8%,,
0,6,"Postbacc, Postbacc/Cred, Masters, Doctoral, and NA",09011 + 09012 + 09013,09013,"Engineering, Graduate Degree",285,201,"$94,382","$117,426","$145,321","$120,416",124,10,61.7%,,
0,6,"Postbacc, Postbacc/Cred, Masters, Doctoral, and NA",09011 + 09012 + 09013,09013,"Engineering, Graduate Degree",285,195,"$95,499","$119,624","$147,451","$121,509",124,11,63.6%,,
0,6,"Postbacc, Postbacc/Cred, Masters, Doctoral, and NA",09011 + 09012 + 09013,09013,"Engineering, Graduate Degree",285,187,"$99,755","$124,884","$150,949","$129,681",117,12,62.6%,,
0,6,"Postbacc, Postbacc/Cred, Masters, Doctoral, and NA",09011 + 09012 + 09013,09013,"Engineering, Graduate Degree",285,179,"$96,823","$122,904","$157,885","$134,308",109,13,60.9%,,
0,6,"Postbacc, Postbacc/Cred, Masters, Doctoral, and NA",09011 + 09012 + 09013,09013,"Engineering, Graduate Degree",285,173,"$99,586","$126,279","$159,822","$132,137",107,14,61.8%,,
0,6,"Postbacc, Postbacc/Cred, Masters, Doctoral, and NA",09011 + 09012 + 09013,09013,"Engineering, Graduate Degree",285,167,"$96,473","$124,703","$150,796","$126,387",103,15,61.7%,,
0,6,"Postbacc, Postbacc/Cred, Masters, Doctoral, and NA",09021,09021,"Aerospace Engineering, Graduate Degree",75,75,"$39,182","$77,474","$96,393","$71,415",44,1,58.7%,,
0,6,"Postbacc, Postbacc/Cred, Masters, Doctoral, and NA",09021,09021,"Aerospace Engineering, Graduate Degree",75,74,"$42,747","$76,047","$100,373","$75,360",46,2,62.2%,,
0,6,"Postbacc, Postbacc/Cred, Masters, Doctoral, and NA",09021,09021,"Aerospace Engineering, Graduate Degree",75,72,"$75,438","$95,942","$107,542","$89,150",42,3,58.3%,,
0,6,"Postbacc, Postbacc/Cred, Masters, Doctoral, and NA",09021,09021,"Aerospace Engineering, Graduate Degree",75,64,"$69,539","$87,273","$112,422","$87,311",39,4,60.9%,,
0,6,"Postbacc, Postbacc/Cred, Masters, Doctoral, and NA",09021,09021,"Aerospace Engineering, Graduate Degree",75,62,"$78,291","$99,882","$113,302","$92,678",33,5,53.2%,,
0,6,"Postbacc, Postbacc/Cred, Masters, Doctoral, and NA",09021,09021,"Aerospace Engineering, Graduate Degree",75,59,"$60,492","$95,890","$112,129","$89,033",32,6,54.2%,,
0,6,"Postbacc, Postbacc/Cred, Masters, Doctoral, and NA",09021,09021,"Aerospace Engineering, Graduate Degree",75,56,"$82,751","$116,218","$136,608","$109,551",25,7,44.6%,,
0,6,"Postbacc, Postbacc/Cred, Masters, Doctoral, and NA",09021,09021,"Aerospace Engineering, Graduate Degree",75,54,"$82,350","$111,072","$130,132","$106,322",24,8,44.4%,,
0,6,"Postbacc, Postbacc/Cred, Masters, Doctoral, and NA",09021,09021,"Aerospace Engineering, Graduate Degree",75,53,"$62,863","$105,187","$134,193","$106,417",24,9,45.3%,,
0,6,"Postbacc, Postbacc/Cred, Masters, Doctoral, and NA",09021,09021,"Aerospace Engineering, Graduate Degree",75,49,"$69,360","$109,298","$127,953","$101,146",21,10,42.9%,,
0,6,"Postbacc, Postbacc/Cred, Masters, Doctoral, and NA",09021,09021,"Aerospace Engineering, Graduate Degree",75,40,"$97,551","$116,541","$154,243","$119,942",17,11,42.5%,,
0,6,"Postbacc, Postbacc/Cred, Masters, Doctoral, and NA",09021,09021,"Aerospace Engineering, Graduate Degree",75,34,"$86,783","$110,791","$159,991","$126,184",13,12,38.2%,,
0,6,"Postbacc, Postbacc/Cred, Masters, Doctoral, and NA",09021,09021,"Aerospace Engineering, Graduate Degree",75,24,"$93,976","$160,682","$162,905","$123,653",5,13,20.8%,,
0,6,"Postbacc, Postbacc/Cred, Masters, Doctoral, and NA",09021,09021,"Aerospace Engineering, Graduate Degree",75,19,,,,,2,14,10.5%,,
0,6,"Postbacc, Postbacc/Cred, Masters, Doctoral, and NA",09021,09021,"Aerospace Engineering, Graduate Degree",75,19,,,,,2,15,10.5%,,
0,6,"Postbacc, Postbacc/Cred, Masters, Doctoral, and NA",09061,09061,"Chemical Engineering, Graduate Degree",28,28,"$10,396","$28,005","$43,351","$29,366",15,1,53.6%,,
0,6,"Postbacc, Postbacc/Cred, Masters, Doctoral, and NA",09061,09061,"Chemical Engineering, Graduate Degree",28,28,"$6,475","$28,983","$48,736","$30,677",17,2,60.7%,,
0,6,"Postbacc, Postbacc/Cred, Masters, Doctoral, and NA",09061,09061,"Chemical Engineering, Graduate Degree",28,27,"$18,866","$35,606","$59,680","$38,628",16,3,59.3%,,
0,6,"Postbacc, Postbacc/Cred, Masters, Doctoral, and NA",09061,09061,"Chemical Engineering, Graduate Degree",28,25,"$38,951","$58,350","$68,859","$57,677",15,4,60.0%,,
0,6,"Postbacc, Postbacc/Cred, Masters, Doctoral, and NA",09061,09061,"Chemical Engineering, Graduate Degree",28,23,"$55,115","$66,408","$75,684","$64,152",15,5,65.2%,,
0,6,"Postbacc, Postbacc/Cred, Masters, Doctoral, and NA",09061,09061,"Chemical Engineering, Graduate Degree",28,22,"$49,766","$78,677","$83,354","$65,771",16,6,72.7%,,
0,6,"Postbacc, Postbacc/Cred, Masters, Doctoral, and NA",09061,09061,"Chemical Engineering, Graduate Degree",28,22,"$65,851","$80,706","$92,248","$74,843",16,7,72.7%,,
0,6,"Postbacc, Postbacc/Cred, Masters, Doctoral, and NA",09061,09061,"Chemical Engineering, Graduate Degree",28,20,"$66,723","$82,609","$95,181","$71,385",17,8,85.0%,,
0,6,"Postbacc, Postbacc/Cred, Masters, Doctoral, and NA",09061,09061,"Chemical Engineering, Graduate Degree",28,19,"$25,078","$69,185","$96,362","$68,976",16,9,84.2%,,
0,6,"Postbacc, Postbacc/Cred, Masters, Doctoral, and NA",09061,09061,"Chemical Engineering, Graduate Degree",28,18,"$54,109","$68,493","$91,031","$68,455",13,10,72.2%,,
0,6,"Postbacc, Postbacc/Cred, Masters, Doctoral, and NA",09061,09061,"Chemical Engineering, Graduate Degree",28,17,"$66,209","$74,633","$105,410","$77,687",13,11,76.5%,,
0,6,"Postbacc, Postbacc/Cred, Masters, Doctoral, and NA",09061,09061,"Chemical Engineering, Graduate Degree",28,16,"$60,242","$83,820","$101,806","$75,741",12,12,75.0%,,
0,6,"Postbacc, Postbacc/Cred, Masters, Doctoral, and NA",09061,09061,"Chemical Engineering, Graduate Degree",28,15,"$63,863","$95,596","$104,912","$83,180",10,13,66.7%,,
0,6,"Postbacc, Postbacc/Cred, Masters, Doctoral, and NA",09061,09061,"Chemical Engineering, Graduate Degree",28,15,"$50,297","$79,887","$105,092","$74,368",12,14,80.0%,,
0,6,"Postbacc, Postbacc/Cred, Masters, Doctoral, and NA",09061,09061,"Chemical Engineering, Graduate Degree",28,15,"$59,217","$96,385","$105,903","$82,143",10,15,66.7%,,
0,6,"Postbacc, Postbacc/Cred, Masters, Doctoral, and NA",09081,09081,"Civil Engineering, Graduate Degree",475,475,"$22,617","$47,202","$79,115","$52,915",331,1,69.7%,,
0,6,"Postbacc, Postbacc/Cred, Masters, Doctoral, and NA",09081,09081,"Civil Engineering, Graduate Degree",475,472,"$33,988","$63,803","$84,237","$62,263",317,2,67.2%,,
0,6,"Postbacc, Postbacc/Cred, Masters, Doctoral, and NA",09081,09081,"Civil Engineering, Graduate Degree",475,451,"$40,072","$71,320","$92,766","$67,728",296,3,65.6%,,
0,6,"Postbacc, Postbacc/Cred, Masters, Doctoral, and NA",09081,09081,"Civil Engineering, Graduate Degree",475,423,"$52,138","$77,069","$97,455","$75,418",276,4,65.2%,,
0,6,"Postbacc, Postbacc/Cred, Masters, Doctoral, and NA",09081,09081,"Civil Engineering, Graduate Degree",475,390,"$56,200","$78,788","$104,451","$80,457",240,5,61.5%,,
0,6,"Postbacc, Postbacc/Cred, Masters, Doctoral, and NA",09081,09081,"Civil Engineering, Graduate Degree",475,359,"$58,325","$81,673","$108,618","$86,003",211,6,58.8%,,
0,6,"Postbacc, Postbacc/Cred, Masters, Doctoral, and NA",09081,09081,"Civil Engineering, Graduate Degree",475,329,"$63,931","$86,878","$110,010","$89,167",190,7,57.8%,,
0,6,"Postbacc, Postbacc/Cred, Masters, Doctoral, and NA",09081,09081,"Civil Engineering, Graduate Degree",475,305,"$66,935","$92,442","$115,859","$91,699",168,8,55.1%,,
0,6,"Postbacc, Postbacc/Cred, Masters, Doctoral, and NA",09081,09081,"Civil Engineering, Graduate Degree",475,275,"$74,470","$96,325","$122,047","$98,096",137,9,49.8%,,
0,6,"Postbacc, Postbacc/Cred, Masters, Doctoral, and NA",09081,09081,"Civil Engineering, Graduate Degree",475,251,"$78,803","$110,994","$133,821","$106,694",117,10,46.6%,,
0,6,"Postbacc, Postbacc/Cred, Masters, Doctoral, and NA",09081,09081,"Civil Engineering, Graduate Degree",475,221,"$89,210","$117,200","$137,934","$111,408",97,11,43.9%,,
0,6,"Postbacc, Postbacc/Cred, Masters, Doctoral, and NA",09081,09081,"Civil Engineering, Graduate Degree",475,198,"$87,283","$114,381","$140,905","$115,006",81,12,40.9%,,
0,6,"Postbacc, Postbacc/Cred, Masters, Doctoral, and NA",09081,09081,"Civil Engineering, Graduate Degree",475,175,"$88,016","$111,975","$135,403","$112,690",66,13,37.7%,,
0,6,"Postbacc, Postbacc/Cred, Masters, Doctoral, and NA",09081,09081,"Civil Engineering, Graduate Degree",475,156,"$96,895","$120,249","$146,420","$115,731",50,14,32.1%,,
0,6,"Postbacc, Postbacc/Cred, Masters, Doctoral, and NA",09081,09081,"Civil Engineering, Graduate Degree",475,152,"$77,576","$114,941","$143,208","$108,096",50,15,32.9%,,
0,6,"Postbacc, Postbacc/Cred, Masters, Doctoral, and NA",09084,09084,"Structural Engineering, Graduate Degree",131,130,"$28,624","$62,461","$87,262","$63,005",106,1,81.5%,,
0,6,"Postbacc, Postbacc/Cred, Masters, Doctoral, and NA",09084,09084,"Structural Engineering, Graduate Degree",131,130,"$39,584","$70,805","$89,780","$69,402",108,2,83.1%,,
0,6,"Postbacc, Postbacc/Cred, Masters, Doctoral, and NA",09084,09084,"Structural Engineering, Graduate Degree",131,129,"$49,969","$76,691","$97,025","$77,017",109,3,84.5%,,
0,6,"Postbacc, Postbacc/Cred, Masters, Doctoral, and NA",09084,09084,"Structural Engineering, Graduate Degree",131,127,"$57,597","$88,164","$103,674","$85,290",105,4,82.7%,,
0,6,"Postbacc, Postbacc/Cred, Masters, Doctoral, and NA",09084,09084,"Structural Engineering, Graduate Degree",131,121,"$70,576","$91,258","$113,586","$93,893",95,5,78.5%,,
0,6,"Postbacc, Postbacc/Cred, Masters, Doctoral, and NA",09084,09084,"Structural Engineering, Graduate Degree",131,116,"$78,944","$101,315","$121,102","$102,612",88,6,75.9%,,
0,6,"Postbacc, Postbacc/Cred, Masters, Doctoral, and NA",09084,09084,"Structural Engineering, Graduate Degree",131,105,"$82,153","$103,252","$131,959","$107,415",80,7,76.2%,,
0,6,"Postbacc, Postbacc/Cred, Masters, Doctoral, and NA",09084,09084,"Structural Engineering, Graduate Degree",131,96,"$81,602","$102,270","$126,674","$105,665",72,8,75.0%,,
0,6,"Postbacc, Postbacc/Cred, Masters, Doctoral, and NA",09084,09084,"Structural Engineering, Graduate Degree",131,75,"$93,046","$111,053","$129,643","$116,307",56,9,74.7%,,
0,6,"Postbacc, Postbacc/Cred, Masters, Doctoral, and NA",09084,09084,"Structural Engineering, Graduate Degree",131,60,"$97,441","$118,424","$138,389","$122,778",45,10,75.0%,,
0,6,"Postbacc, Postbacc/Cred, Masters, Doctoral, and NA",09084,09084,"Structural Engineering, Graduate Degree",131,49,"$89,714","$109,967","$141,737","$116,267",36,11,73.5%,,
0,6,"Postbacc, Postbacc/Cred, Masters, Doctoral, and NA",09084,09084,"Structural Engineering, Graduate Degree",131,37,"$98,696","$114,667","$141,265","$121,388",27,12,73.0%,,
0,6,"Postbacc, Postbacc/Cred, Masters, Doctoral, and NA",09084,09084,"Structural Engineering, Graduate Degree",131,20,"$95,466","$121,431","$148,860","$120,923",14,13,70.0%,,
0,6,"Postbacc, Postbacc/Cred, Masters, Doctoral, and NA",09084,09084,"Structural Engineering, Graduate Degree",131,20,"$98,916","$132,500","$152,251","$128,664",14,14,70.0%,,
0,6,"Postbacc, Postbacc/Cred, Masters, Doctoral, and NA",09084,09084,"Structural Engineering, Graduate Degree",131,18,"$91,473","$141,002","$162,336","$132,281",12,15,66.7%,,
0,6,"Postbacc, Postbacc/Cred, Masters, Doctoral, and NA",09091,09091,"Electrical Engineering, Graduate Degree",810,807,"$31,937","$69,945","$94,274","$66,633",544,1,67.4%,,
0,6,"Postbacc, Postbacc/Cred, Masters, Doctoral, and NA",09091,09091,"Electrical Engineering, Graduate Degree",810,802,"$46,119","$77,953","$100,369","$75,214",526,2,65.6%,,
0,6,"Postbacc, Postbacc/Cred, Masters, Doctoral, and NA",09091,09091,"Electrical Engineering, Graduate Degree",810,790,"$50,685","$84,083","$107,953","$82,114",510,3,64.6%,,
0,6,"Postbacc, Postbacc/Cred, Masters, Doctoral, and NA",09091,09091,"Electrical Engineering, Graduate Degree",810,770,"$60,638","$90,741","$114,401","$89,258",483,4,62.7%,,
0,6,"Postbacc, Postbacc/Cred, Masters, Doctoral, and NA",09091,09091,"Electrical Engineering, Graduate Degree",810,745,"$63,844","$94,240","$118,768","$92,367",464,5,62.3%,,
0,6,"Postbacc, Postbacc/Cred, Masters, Doctoral, and NA",09091,09091,"Electrical Engineering, Graduate Degree",810,722,"$64,436","$99,364","$125,317","$95,874",444,6,61.5%,,
0,6,"Postbacc, Postbacc/Cred, Masters, Doctoral, and NA",09091,09091,"Electrical Engineering, Graduate Degree",810,683,"$69,101","$100,798","$129,641","$101,428",424,7,62.1%,,
0,6,"Postbacc, Postbacc/Cred, Masters, Doctoral, and NA",09091,09091,"Electrical Engineering, Graduate Degree",810,651,"$73,176","$105,223","$134,451","$109,723",409,8,62.8%,,
0,6,"Postbacc, Postbacc/Cred, Masters, Doctoral, and NA",09091,09091,"Electrical Engineering, Graduate Degree",810,609,"$72,459","$107,732","$141,084","$109,994",378,9,62.1%,,
0,6,"Postbacc, Postbacc/Cred, Masters, Doctoral, and NA",09091,09091,"Electrical Engineering, Graduate Degree",810,566,"$77,411","$112,183","$150,743","$119,794",334,10,59.0%,,
0,6,"Postbacc, Postbacc/Cred, Masters, Doctoral, and NA",09091,09091,"Electrical Engineering, Graduate Degree",810,515,"$73,436","$111,369","$152,324","$121,377",295,11,57.3%,,
0,6,"Postbacc, Postbacc/Cred, Masters, Doctoral, and NA",09091,09091,"Electrical Engineering, Graduate Degree",810,478,"$69,517","$110,466","$154,168","$130,508",264,12,55.2%,,
0,6,"Postbacc, Postbacc/Cred, Masters, Doctoral, and NA",09091,09091,"Electrical Engineering, Graduate Degree",810,437,"$75,912","$119,022","$154,400","$135,181",232,13,53.1%,,
0,6,"Postbacc, Postbacc/Cred, Masters, Doctoral, and NA",09091,09091,"Electrical Engineering, Graduate Degree",810,389,"$81,586","$121,097","$158,844","$165,113",196,14,50.4%,,
0,6,"Postbacc, Postbacc/Cred, Masters, Doctoral, and NA",09091,09091,"Electrical Engineering, Graduate Degree",810,356,"$83,073","$127,949","$163,586","$156,612",176,15,49.4%,,
0,6,"Postbacc, Postbacc/Cred, Masters, Doctoral, and NA",09094,09094,"Computer Engineering, Graduate Degree",17,17,"$13,151","$29,363","$45,167","$34,475",12,1,70.6%,,
0,6,"Postbacc, Postbacc/Cred, Masters, Doctoral, and NA",09094,09094,"Computer Engineering, Graduate Degree",17,17,"$9,687","$32,905","$52,984","$38,281",13,2,76.5%,,
0,6,"Postbacc, Postbacc/Cred, Masters, Doctoral, and NA",09094,09094,"Computer Engineering, Graduate Degree",17,15,"$23,482","$38,336","$69,132","$47,197",13,3,86.7%,,
0,6,"Postbacc, Postbacc/Cred, Masters, Doctoral, and NA",09094,09094,"Computer Engineering, Graduate Degree",17,12,"$38,581","$61,905","$96,577","$60,066",10,4,83.3%,,
0,6,"Postbacc, Postbacc/Cred, Masters, Doctoral, and NA",09094,09094,"Computer Engineering, Graduate Degree",17,11,"$51,755","$57,864","$97,871","$67,976",10,5,90.9%,,
0,6,"Postbacc, Postbacc/Cred, Masters, Doctoral, and NA",09094,09094,"Computer Engineering, Graduate Degree",17,8,"$25,451","$49,308","$107,594","$71,983",7,6,87.5%,,
0,6,"Postbacc, Postbacc/Cred, Masters, Doctoral, and NA",09094,09094,"Computer Engineering, Graduate Degree",17,8,"$49,424","$83,635","$94,612","$85,290",6,7,75.0%,,
0,6,"Postbacc, Postbacc/Cred, Masters, Doctoral, and NA",09094,09094,"Computer Engineering, Graduate Degree",17,7,"$76,147","$88,553","$113,347","$91,311",5,8,71.4%,,
0,6,"Postbacc, Postbacc/Cred, Masters, Doctoral, and NA",09094,09094,"Computer Engineering, Graduate Degree",17,7,,,,,4,9,57.1%,,
0,6,"Postbacc, Postbacc/Cred, Masters, Doctoral, and NA",09094,09094,"Computer Engineering, Graduate Degree",17,6,,,,,4,10,66.7%,,
0,6,"Postbacc, Postbacc/Cred, Masters, Doctoral, and NA",09094,09094,"Computer Engineering, Graduate Degree",17,5,,,,,3,11,60.0%,,
0,6,"Postbacc, Postbacc/Cred, Masters, Doctoral, and NA",09094,09094,"Computer Engineering, Graduate Degree",17,4,,,,,2,12,50.0%,,
0,6,"Postbacc, Postbacc/Cred, Masters, Doctoral, and NA",09094,09094,"Computer Engineering, Graduate Degree",17,3,,,,,2,13,66.7%,,
0,6,"Postbacc, Postbacc/Cred, Masters, Doctoral, and NA",09094,09094,"Computer Engineering, Graduate Degree",17,1,,,,,,14,,,
0,6,"Postbacc, Postbacc/Cred, Masters, Doctoral, and NA",09094,09094,"Computer Engineering, Graduate Degree",17,1,,,,,,15,,,
0,6,"Postbacc, Postbacc/Cred, Masters, Doctoral, and NA",09101,09101,"Mechanical Engineering, Graduate Degree",439,437,"$31,432","$65,474","$82,600","$60,912",321,1,73.5%,,
0,6,"Postbacc, Postbacc/Cred, Masters, Doctoral, and NA",09101,09101,"Mechanical Engineering, Graduate Degree",439,431,"$43,642","$73,349","$92,624","$68,953",310,2,71.9%,,
0,6,"Postbacc, Postbacc/Cred, Masters, Doctoral, and NA",09101,09101,"Mechanical Engineering, Graduate Degree",439,409,"$55,611","$80,070","$101,406","$76,327",292,3,71.4%,,
0,6,"Postbacc, Postbacc/Cred, Masters, Doctoral, and NA",09101,09101,"Mechanical Engineering, Graduate Degree",439,373,"$58,589","$84,935","$106,448","$82,486",255,4,68.4%,,
0,6,"Postbacc, Postbacc/Cred, Masters, Doctoral, and NA",09101,09101,"Mechanical Engineering, Graduate Degree",439,342,"$62,788","$90,769","$110,511","$85,601",229,5,67.0%,,
0,6,"Postbacc, Postbacc/Cred, Masters, Doctoral, and NA",09101,09101,"Mechanical Engineering, Graduate Degree",439,313,"$70,665","$95,550","$116,422","$92,372",201,6,64.2%,,
0,6,"Postbacc, Postbacc/Cred, Masters, Doctoral, and NA",09101,09101,"Mechanical Engineering, Graduate Degree",439,291,"$67,058","$98,150","$118,990","$93,952",187,7,64.3%,,
0,6,"Postbacc, Postbacc/Cred, Masters, Doctoral, and NA",09101,09101,"Mechanical Engineering, Graduate Degree",439,263,"$75,381","$102,383","$124,592","$100,398",159,8,60.5%,,
0,6,"Postbacc, Postbacc/Cred, Masters, Doctoral, and NA",09101,09101,"Mechanical Engineering, Graduate Degree",439,240,"$81,347","$101,755","$127,706","$102,170",142,9,59.2%,,
0,6,"Postbacc, Postbacc/Cred, Masters, Doctoral, and NA",09101,09101,"Mechanical Engineering, Graduate Degree",439,214,"$75,298","$108,314","$131,954","$104,127",123,10,57.5%,,
0,6,"Postbacc, Postbacc/Cred, Masters, Doctoral, and NA",09101,09101,"Mechanical Engineering, Graduate Degree",439,198,"$82,959","$112,960","$136,439","$114,779",102,11,51.5%,,
0,6,"Postbacc, Postbacc/Cred, Masters, Doctoral, and NA",09101,09101,"Mechanical Engineering, Graduate Degree",439,177,"$72,476","$108,867","$136,382","$110,395",93,12,52.5%,,
0,6,"Postbacc, Postbacc/Cred, Masters, Doctoral, and NA",09101,09101,"Mechanical Engineering, Graduate Degree",439,154,"$96,621","$119,297","$137,939","$119,545",72,13,46.8%,,
0,6,"Postbacc, Postbacc/Cred, Masters, Doctoral, and NA",09101,09101,"Mechanical Engineering, Graduate Degree",439,139,"$94,224","$120,501","$139,790","$115,508",62,14,44.6%,,
0,6,"Postbacc, Postbacc/Cred, Masters, Doctoral, and NA",09101,09101,"Mechanical Engineering, Graduate Degree",439,127,"$86,440","$116,581","$138,067","$109,913",53,15,41.7%,,
0,6,"Postbacc, Postbacc/Cred, Masters, Doctoral, and NA",09132,09132,"Industrial Management & Technology, Graduate Degree",204,204,"$58,027","$79,267","$97,368","$77,310",153,1,75.0%,,
0,6,"Postbacc, Postbacc/Cred, Masters, Doctoral, and NA",09132,09132,"Industrial Management & Technology, Graduate Degree",204,198,"$67,858","$86,038","$102,532","$85,789",141,2,71.2%,,
0,6,"Postbacc, Postbacc/Cred, Masters, Doctoral, and NA",09132,09132,"Industrial Management & Technology, Graduate Degree",204,193,"$70,989","$89,626","$106,508","$87,721",132,3,68.4%,,
0,6,"Postbacc, Postbacc/Cred, Masters, Doctoral, and NA",09132,09132,"Industrial Management & Technology, Graduate Degree",204,183,"$74,945","$97,287","$111,578","$94,231",121,4,66.1%,,
0,6,"Postbacc, Postbacc/Cred, Masters, Doctoral, and NA",09132,09132,"Industrial Management & Technology, Graduate Degree",204,174,"$79,577","$101,769","$121,777","$100,936",112,5,64.4%,,
0,6,"Postbacc, Postbacc/Cred, Masters, Doctoral, and NA",09132,09132,"Industrial Management & Technology, Graduate Degree",204,162,"$80,714","$106,650","$132,242","$105,155",106,6,65.4%,,
0,6,"Postbacc, Postbacc/Cred, Masters, Doctoral, and NA",09132,09132,"Industrial Management & Technology, Graduate Degree",204,149,"$81,124","$112,906","$143,602","$112,561",101,7,67.8%,,
0,6,"Postbacc, Postbacc/Cred, Masters, Doctoral, and NA",09132,09132,"Industrial Management & Technology, Graduate Degree",204,132,"$84,557","$117,582","$151,696","$120,037",84,8,63.6%,,
0,6,"Postbacc, Postbacc/Cred, Masters, Doctoral, and NA",09132,09132,"Industrial Management & Technology, Graduate Degree",204,114,"$96,550","$118,113","$147,408","$127,346",72,9,63.2%,,
0,6,"Postbacc, Postbacc/Cred, Masters, Doctoral, and NA",09132,09132,"Industrial Management & Technology, Graduate Degree",204,95,"$95,551","$117,307","$154,641","$120,274",58,10,61.1%,,
0,6,"Postbacc, Postbacc/Cred, Masters, Doctoral, and NA",09132,09132,"Industrial Management & Technology, Graduate Degree",204,79,"$101,077","$130,043","$169,710","$132,764",42,11,53.2%,,
0,6,"Postbacc, Postbacc/Cred, Masters, Doctoral, and NA",09132,09132,"Industrial Management & Technology, Graduate Degree",204,63,"$91,371","$124,871","$166,847","$132,943",36,12,57.1%,,
0,6,"Postbacc, Postbacc/Cred, Masters, Doctoral, and NA",09132,09132,"Industrial Management & Technology, Graduate Degree",204,45,"$101,741","$136,782","$162,273","$144,667",25,13,55.6%,,
0,6,"Postbacc, Postbacc/Cred, Masters, Doctoral, and NA",09132,09132,"Industrial Management & Technology, Graduate Degree",204,33,"$112,288","$147,925","$175,669","$148,588",18,14,54.5%,,
0,6,"Postbacc, Postbacc/Cred, Masters, Doctoral, and NA",09132,09132,"Industrial Management & Technology, Graduate Degree",204,24,"$124,699","$147,995","$188,360","$164,202",10,15,41.7%,,
0,6,"Postbacc, Postbacc/Cred, Masters, Doctoral, and NA",09134,09134,"Manufacturing Engineering, Graduate Degree",26,26,"$45,194","$94,036","$117,111","$90,159",21,1,80.8%,,
0,6,"Postbacc, Postbacc/Cred, Masters, Doctoral, and NA",09134,09134,"Manufacturing Engineering, Graduate Degree",26,26,"$58,036","$102,279","$137,112","$99,094",20,2,76.9%,,
