Campus,Select Student Path,Select Entry Status,HEGIS At Exit,HEGIS for Tableau,Select Major at Exit,Potential # of Students,Number of Students Still Enrolled,# of Students Found with Earnings in at Least 1 Qtr,Median Annual Earnings in at Least 1 Qtr,# of Students Found with Earnings in all 4 Qtrs,Median Annual Earnings in all 4 Qtrs,Year
10 + 40 + 50 + 55 + 70 + 73,2,FTF + FTT,06031,06031,Radio/Television/Broadcast,"3,173",66,47,"$24,958",33,"$32,035",7
10 + 40 + 50 + 55 + 70 + 73,2,FTF + FTT,06031,06031,Radio/Television/Broadcast,"3,173",40,29,"$24,408",22,"$33,731",8
10 + 40 + 50 + 55 + 70 + 73,2,FTF + FTT,06031,06031,Radio/Television/Broadcast,"3,173",21,14,"$40,219",12,"$46,496",9
10 + 40 + 50 + 55 + 70 + 73,2,FTF + FTT,06031,06031,Radio/Television/Broadcast,"3,173",13,10,"$34,284",6,"$52,369",10
10 + 40 + 50 + 55 + 70 + 73,2,FTF + FTT,06031,06031,Radio/Television/Broadcast,"3,173",7,7,"$23,260",4,,11
10 + 40 + 50 + 55 + 70 + 73,2,FTF + FTT,06031,06031,Radio/Television/Broadcast,"3,173",5,4,,3,,12
10 + 40 + 50 + 55 + 70 + 73,2,FTF + FTT,06031,06031,Radio/Television/Broadcast,"3,173",2,1,,,,13
10 + 40 + 50 + 55 + 70 + 73,2,FTF + FTT,06031,06031,Radio/Television/Broadcast,"3,173",2,2,,,,14
10 + 40 + 50 + 55 + 70 + 73,2,FTF + FTT,06031,06031,Radio/Television/Broadcast,"3,173",1,1,,,,15
10 + 40 + 50 + 55 + 70 + 73,2,FTF + FTT,06041,06041,Advertising,610,610,506,"$11,076",324,"$16,645",1
10 + 40 + 50 + 55 + 70 + 73,2,FTF + FTT,06041,06041,Advertising,610,385,320,"$14,660",242,"$17,521",2
10 + 40 + 50 + 55 + 70 + 73,2,FTF + FTT,06041,06041,Advertising,610,250,208,"$14,909",141,"$20,813",3
10 + 40 + 50 + 55 + 70 + 73,2,FTF + FTT,06041,06041,Advertising,610,167,133,"$16,646",104,"$22,160",4
10 + 40 + 50 + 55 + 70 + 73,2,FTF + FTT,06041,06041,Advertising,610,75,63,"$20,644",41,"$26,712",5
10 + 40 + 50 + 55 + 70 + 73,2,FTF + FTT,06041,06041,Advertising,610,32,26,"$23,736",19,"$33,725",6
10 + 40 + 50 + 55 + 70 + 73,2,FTF + FTT,06041,06041,Advertising,610,17,14,"$31,462",11,"$35,364",7
10 + 40 + 50 + 55 + 70 + 73,2,FTF + FTT,06041,06041,Advertising,610,15,11,"$32,153",9,"$54,086",8
10 + 40 + 50 + 55 + 70 + 73,2,FTF + FTT,06041,06041,Advertising,610,6,4,,4,,9
10 + 40 + 50 + 55 + 70 + 73,2,FTF + FTT,06041,06041,Advertising,610,4,3,,2,,10
10 + 40 + 50 + 55 + 70 + 73,2,FTF + FTT,06041,06041,Advertising,610,2,,,,,11
10 + 40 + 50 + 55 + 70 + 73,2,FTF + FTT,06041,06041,Advertising,610,1,,,,,12
10 + 40 + 50 + 55 + 70 + 73,2,FTF + FTT,06041,06041,Advertising,610,1,,,,,13
10 + 40 + 50 + 55 + 70 + 73,2,FTF + FTT,06041,06041,Advertising,610,,,,,,14
10 + 40 + 50 + 55 + 70 + 73,2,FTF + FTT,06041,06041,Advertising,610,,,,,,15
10 + 40 + 50 + 55 + 70 + 73,2,FTF + FTT,06991,06991,Multimedia,390,390,274,"$8,708",158,"$13,947",1
10 + 40 + 50 + 55 + 70 + 73,2,FTF + FTT,06991,06991,Multimedia,390,145,103,"$10,692",60,"$16,139",2
10 + 40 + 50 + 55 + 70 + 73,2,FTF + FTT,06991,06991,Multimedia,390,77,56,"$11,348",36,"$17,065",3
10 + 40 + 50 + 55 + 70 + 73,2,FTF + FTT,06991,06991,Multimedia,390,35,24,"$10,672",17,"$12,293",4
10 + 40 + 50 + 55 + 70 + 73,2,FTF + FTT,06991,06991,Multimedia,390,18,15,"$15,508",9,"$27,415",5
10 + 40 + 50 + 55 + 70 + 73,2,FTF + FTT,06991,06991,Multimedia,390,10,9,"$20,884",7,"$22,978",6
10 + 40 + 50 + 55 + 70 + 73,2,FTF + FTT,06991,06991,Multimedia,390,5,5,"$16,428",5,"$16,428",7
10 + 40 + 50 + 55 + 70 + 73,2,FTF + FTT,06991,06991,Multimedia,390,2,2,,2,,8
10 + 40 + 50 + 55 + 70 + 73,2,FTF + FTT,06991,06991,Multimedia,390,1,1,,,,9
10 + 40 + 50 + 55 + 70 + 73,2,FTF + FTT,06991,06991,Multimedia,390,,,,,,10
10 + 40 + 50 + 55 + 70 + 73,2,FTF + FTT,06991,06991,Multimedia,390,,,,,,11
10 + 40 + 50 + 55 + 70 + 73,2,FTF + FTT,06991,06991,Multimedia,390,,,,,,12
10 + 40 + 50 + 55 + 70 + 73,2,FTF + FTT,06991,06991,Multimedia,390,,,,,,13
10 + 40 + 50 + 55 + 70 + 73,2,FTF + FTT,06991,06991,Multimedia,390,,,,,,14
10 + 40 + 50 + 55 + 70 + 73,2,FTF + FTT,06991,06991,Multimedia,390,,,,,,15
10 + 40 + 50 + 55 + 70 + 73,2,FTF + FTT,07011 + 07012 + 07028,07028,Computer Science and Information Technology,"6,325","6,325","3,858","$8,962","1,982","$17,281",1
10 + 40 + 50 + 55 + 70 + 73,2,FTF + FTT,07011 + 07012 + 07028,07028,Computer Science and Information Technology,"6,325","3,066","1,855","$10,148","1,072","$16,737",2
10 + 40 + 50 + 55 + 70 + 73,2,FTF + FTT,07011 + 07012 + 07028,07028,Computer Science and Information Technology,"6,325","1,942","1,249","$11,708",760,"$17,694",3
10 + 40 + 50 + 55 + 70 + 73,2,FTF + FTT,07011 + 07012 + 07028,07028,Computer Science and Information Technology,"6,325","1,038",721,"$14,234",477,"$20,579",4
10 + 40 + 50 + 55 + 70 + 73,2,FTF + FTT,07011 + 07012 + 07028,07028,Computer Science and Information Technology,"6,325",554,396,"$19,623",287,"$25,116",5
10 + 40 + 50 + 55 + 70 + 73,2,FTF + FTT,07011 + 07012 + 07028,07028,Computer Science and Information Technology,"6,325",305,226,"$23,296",170,"$30,952",6
10 + 40 + 50 + 55 + 70 + 73,2,FTF + FTT,07011 + 07012 + 07028,07028,Computer Science and Information Technology,"6,325",179,135,"$28,487",107,"$35,946",7
10 + 40 + 50 + 55 + 70 + 73,2,FTF + FTT,07011 + 07012 + 07028,07028,Computer Science and Information Technology,"6,325",109,77,"$37,177",66,"$43,682",8
10 + 40 + 50 + 55 + 70 + 73,2,FTF + FTT,07011 + 07012 + 07028,07028,Computer Science and Information Technology,"6,325",67,52,"$31,517",45,"$45,960",9
10 + 40 + 50 + 55 + 70 + 73,2,FTF + FTT,07011 + 07012 + 07028,07028,Computer Science and Information Technology,"6,325",42,29,"$43,802",28,"$46,741",10
10 + 40 + 50 + 55 + 70 + 73,2,FTF + FTT,07011 + 07012 + 07028,07028,Computer Science and Information Technology,"6,325",28,20,"$49,580",17,"$51,954",11
10 + 40 + 50 + 55 + 70 + 73,2,FTF + FTT,07011 + 07012 + 07028,07028,Computer Science and Information Technology,"6,325",23,17,"$50,339",16,"$52,068",12
10 + 40 + 50 + 55 + 70 + 73,2,FTF + FTT,07011 + 07012 + 07028,07028,Computer Science and Information Technology,"6,325",17,12,"$59,461",10,"$61,972",13
10 + 40 + 50 + 55 + 70 + 73,2,FTF + FTT,07011 + 07012 + 07028,07028,Computer Science and Information Technology,"6,325",13,9,"$44,072",5,"$61,600",14
10 + 40 + 50 + 55 + 70 + 73,2,FTF + FTT,07011 + 07012 + 07028,07028,Computer Science and Information Technology,"6,325",8,5,"$59,909",3,,15
10 + 40 + 50 + 55 + 70 + 73,2,FTF + FTT,07021,07021,Information Systems,"1,551","1,551",983,"$11,269",582,"$20,303",1
10 + 40 + 50 + 55 + 70 + 73,2,FTF + FTT,07021,07021,Information Systems,"1,551","1,094",749,"$12,389",479,"$18,845",2
10 + 40 + 50 + 55 + 70 + 73,2,FTF + FTT,07021,07021,Information Systems,"1,551",667,458,"$15,666",298,"$22,591",3
10 + 40 + 50 + 55 + 70 + 73,2,FTF + FTT,07021,07021,Information Systems,"1,551",358,255,"$18,723",174,"$28,998",4
10 + 40 + 50 + 55 + 70 + 73,2,FTF + FTT,07021,07021,Information Systems,"1,551",195,151,"$25,612",113,"$36,060",5
10 + 40 + 50 + 55 + 70 + 73,2,FTF + FTT,07021,07021,Information Systems,"1,551",116,95,"$33,993",72,"$43,070",6
10 + 40 + 50 + 55 + 70 + 73,2,FTF + FTT,07021,07021,Information Systems,"1,551",68,50,"$44,704",46,"$46,116",7
10 + 40 + 50 + 55 + 70 + 73,2,FTF + FTT,07021,07021,Information Systems,"1,551",40,33,"$53,117",25,"$66,134",8
10 + 40 + 50 + 55 + 70 + 73,2,FTF + FTT,07021,07021,Information Systems,"1,551",22,18,"$62,809",16,"$63,561",9
10 + 40 + 50 + 55 + 70 + 73,2,FTF + FTT,07021,07021,Information Systems,"1,551",16,16,"$61,430",12,"$64,632",10
10 + 40 + 50 + 55 + 70 + 73,2,FTF + FTT,07021,07021,Information Systems,"1,551",11,11,"$53,248",8,"$70,557",11
10 + 40 + 50 + 55 + 70 + 73,2,FTF + FTT,07021,07021,Information Systems,"1,551",7,7,"$68,811",6,"$95,234",12
10 + 40 + 50 + 55 + 70 + 73,2,FTF + FTT,07021,07021,Information Systems,"1,551",6,6,"$64,135",4,,13
10 + 40 + 50 + 55 + 70 + 73,2,FTF + FTT,07021,07021,Information Systems,"1,551",4,4,,4,,14
10 + 40 + 50 + 55 + 70 + 73,2,FTF + FTT,07021,07021,Information Systems,"1,551",4,4,,4,,15
10 + 40 + 50 + 55 + 70 + 73,2,FTF + FTT,08011 + 08031 + 08081 + 08225,08225,Education,85,85,54,"$8,165",35,"$11,368",1
10 + 40 + 50 + 55 + 70 + 73,2,FTF + FTT,08011 + 08031 + 08081 + 08225,08225,Education,85,74,49,"$9,311",38,"$11,726",2
10 + 40 + 50 + 55 + 70 + 73,2,FTF + FTT,08011 + 08031 + 08081 + 08225,08225,Education,85,41,28,"$10,928",19,"$14,463",3
10 + 40 + 50 + 55 + 70 + 73,2,FTF + FTT,08011 + 08031 + 08081 + 08225,08225,Education,85,18,15,"$6,849",8,"$18,096",4
10 + 40 + 50 + 55 + 70 + 73,2,FTF + FTT,08011 + 08031 + 08081 + 08225,08225,Education,85,11,7,"$17,878",4,,5
10 + 40 + 50 + 55 + 70 + 73,2,FTF + FTT,08011 + 08031 + 08081 + 08225,08225,Education,85,9,6,"$16,258",4,,6
10 + 40 + 50 + 55 + 70 + 73,2,FTF + FTT,08011 + 08031 + 08081 + 08225,08225,Education,85,6,6,"$11,055",5,"$12,002",7
10 + 40 + 50 + 55 + 70 + 73,2,FTF + FTT,08011 + 08031 + 08081 + 08225,08225,Education,85,6,6,"$13,835",4,,8
10 + 40 + 50 + 55 + 70 + 73,2,FTF + FTT,08011 + 08031 + 08081 + 08225,08225,Education,85,4,4,,1,,9
10 + 40 + 50 + 55 + 70 + 73,2,FTF + FTT,08011 + 08031 + 08081 + 08225,08225,Education,85,3,3,,2,,10
10 + 40 + 50 + 55 + 70 + 73,2,FTF + FTT,08011 + 08031 + 08081 + 08225,08225,Education,85,3,3,,3,,11
10 + 40 + 50 + 55 + 70 + 73,2,FTF + FTT,08011 + 08031 + 08081 + 08225,08225,Education,85,3,3,,3,,12
10 + 40 + 50 + 55 + 70 + 73,2,FTF + FTT,08011 + 08031 + 08081 + 08225,08225,Education,85,2,2,,1,,13
10 + 40 + 50 + 55 + 70 + 73,2,FTF + FTT,08011 + 08031 + 08081 + 08225,08225,Education,85,1,1,,1,,14
10 + 40 + 50 + 55 + 70 + 73,2,FTF + FTT,08011 + 08031 + 08081 + 08225,08225,Education,85,1,1,,1,,15
10 + 40 + 50 + 55 + 70 + 73,2,FTF + FTT,08231 + 08232,08232,Child Development,"3,699","3,698","2,769","$11,028","1,768","$16,007",1
10 + 40 + 50 + 55 + 70 + 73,2,FTF + FTT,08231 + 08232,08232,Child Development,"3,699","1,862","1,473","$12,319","1,060","$15,771",2
10 + 40 + 50 + 55 + 70 + 73,2,FTF + FTT,08231 + 08232,08232,Child Development,"3,699","1,194",977,"$13,653",733,"$17,082",3
10 + 40 + 50 + 55 + 70 + 73,2,FTF + FTT,08231 + 08232,08232,Child Development,"3,699",654,544,"$15,697",426,"$19,039",4
10 + 40 + 50 + 55 + 70 + 73,2,FTF + FTT,08231 + 08232,08232,Child Development,"3,699",332,277,"$17,336",209,"$21,798",5
10 + 40 + 50 + 55 + 70 + 73,2,FTF + FTT,08231 + 08232,08232,Child Development,"3,699",190,153,"$23,119",121,"$27,544",6
10 + 40 + 50 + 55 + 70 + 73,2,FTF + FTT,08231 + 08232,08232,Child Development,"3,699",99,84,"$26,774",68,"$30,317",7
10 + 40 + 50 + 55 + 70 + 73,2,FTF + FTT,08231 + 08232,08232,Child Development,"3,699",73,62,"$25,818",49,"$31,122",8
10 + 40 + 50 + 55 + 70 + 73,2,FTF + FTT,08231 + 08232,08232,Child Development,"3,699",57,46,"$34,057",37,"$39,402",9
10 + 40 + 50 + 55 + 70 + 73,2,FTF + FTT,08231 + 08232,08232,Child Development,"3,699",39,27,"$37,560",26,"$37,668",10
10 + 40 + 50 + 55 + 70 + 73,2,FTF + FTT,08231 + 08232,08232,Child Development,"3,699",26,19,"$37,771",14,"$43,803",11
10 + 40 + 50 + 55 + 70 + 73,2,FTF + FTT,08231 + 08232,08232,Child Development,"3,699",13,9,"$41,606",8,"$42,385",12
10 + 40 + 50 + 55 + 70 + 73,2,FTF + FTT,08231 + 08232,08232,Child Development,"3,699",8,6,"$25,541",5,"$37,254",13
10 + 40 + 50 + 55 + 70 + 73,2,FTF + FTT,08231 + 08232,08232,Child Development,"3,699",6,5,"$28,140",3,,14
10 + 40 + 50 + 55 + 70 + 73,2,FTF + FTT,08231 + 08232,08232,Child Development,"3,699",6,4,,4,,15
10 + 40 + 50 + 55 + 70 + 73,2,FTF + FTT,08351,08351,Kinesiology,"5,030","5,030","3,689","$8,154","2,033","$14,096",1
10 + 40 + 50 + 55 + 70 + 73,2,FTF + FTT,08351,08351,Kinesiology,"5,030","2,731","2,095","$9,699","1,336","$13,675",2
10 + 40 + 50 + 55 + 70 + 73,2,FTF + FTT,08351,08351,Kinesiology,"5,030","1,711","1,373","$11,409",976,"$14,741",3
10 + 40 + 50 + 55 + 70 + 73,2,FTF + FTT,08351,08351,Kinesiology,"5,030",933,777,"$13,227",588,"$16,411",4
10 + 40 + 50 + 55 + 70 + 73,2,FTF + FTT,08351,08351,Kinesiology,"5,030",475,396,"$15,666",306,"$18,958",5
10 + 40 + 50 + 55 + 70 + 73,2,FTF + FTT,08351,08351,Kinesiology,"5,030",236,194,"$18,381",148,"$21,108",6
10 + 40 + 50 + 55 + 70 + 73,2,FTF + FTT,08351,08351,Kinesiology,"5,030",126,109,"$18,559",79,"$25,444",7
10 + 40 + 50 + 55 + 70 + 73,2,FTF + FTT,08351,08351,Kinesiology,"5,030",83,73,"$23,071",63,"$27,439",8
10 + 40 + 50 + 55 + 70 + 73,2,FTF + FTT,08351,08351,Kinesiology,"5,030",57,47,"$23,183",37,"$26,902",9
10 + 40 + 50 + 55 + 70 + 73,2,FTF + FTT,08351,08351,Kinesiology,"5,030",34,27,"$27,429",24,"$30,234",10
10 + 40 + 50 + 55 + 70 + 73,2,FTF + FTT,08351,08351,Kinesiology,"5,030",25,19,"$32,393",18,"$33,334",11
10 + 40 + 50 + 55 + 70 + 73,2,FTF + FTT,08351,08351,Kinesiology,"5,030",16,10,"$33,962",9,"$34,974",12
10 + 40 + 50 + 55 + 70 + 73,2,FTF + FTT,08351,08351,Kinesiology,"5,030",11,7,"$30,268",6,"$31,312",13
10 + 40 + 50 + 55 + 70 + 73,2,FTF + FTT,08351,08351,Kinesiology,"5,030",6,3,,3,,14
10 + 40 + 50 + 55 + 70 + 73,2,FTF + FTT,08351,08351,Kinesiology,"5,030",4,1,,1,,15
10 + 40 + 50 + 55 + 70 + 73,2,FTF + FTT,08375,08375,Athletic Training,311,311,212,"$6,483",107,"$10,361",1
10 + 40 + 50 + 55 + 70 + 73,2,FTF + FTT,08375,08375,Athletic Training,311,103,80,"$8,110",46,"$14,146",2
10 + 40 + 50 + 55 + 70 + 73,2,FTF + FTT,08375,08375,Athletic Training,311,52,45,"$9,080",31,"$11,363",3
10 + 40 + 50 + 55 + 70 + 73,2,FTF + FTT,08375,08375,Athletic Training,311,26,19,"$12,242",14,"$17,740",4
10 + 40 + 50 + 55 + 70 + 73,2,FTF + FTT,08375,08375,Athletic Training,311,11,7,"$18,929",5,"$25,278",5
10 + 40 + 50 + 55 + 70 + 73,2,FTF + FTT,08375,08375,Athletic Training,311,7,4,,4,,6
10 + 40 + 50 + 55 + 70 + 73,2,FTF + FTT,08375,08375,Athletic Training,311,5,2,,2,,7
10 + 40 + 50 + 55 + 70 + 73,2,FTF + FTT,08375,08375,Athletic Training,311,3,2,,2,,8
10 + 40 + 50 + 55 + 70 + 73,2,FTF + FTT,08375,08375,Athletic Training,311,3,2,,2,,9
10 + 40 + 50 + 55 + 70 + 73,2,FTF + FTT,08375,08375,Athletic Training,311,3,2,,2,,10
10 + 40 + 50 + 55 + 70 + 73,2,FTF + FTT,08375,08375,Athletic Training,311,2,1,,1,,11
10 + 40 + 50 + 55 + 70 + 73,2,FTF + FTT,08375,08375,Athletic Training,311,1,1,,1,,12
10 + 40 + 50 + 55 + 70 + 73,2,FTF + FTT,08375,08375,Athletic Training,311,1,1,,1,,13
10 + 40 + 50 + 55 + 70 + 73,2,FTF + FTT,08375,08375,Athletic Training,311,1,1,,1,,14
10 + 40 + 50 + 55 + 70 + 73,2,FTF + FTT,08375,08375,Athletic Training,311,1,1,,1,,15
10 + 40 + 50 + 55 + 70 + 73,2,FTF + FTT,08395,08395,Occupational Studies,23,23,21,"$101,022",20,"$104,617",1
10 + 40 + 50 + 55 + 70 + 73,2,FTF + FTT,08395,08395,Occupational Studies,23,4,4,,4,,2
10 + 40 + 50 + 55 + 70 + 73,2,FTF + FTT,08395,08395,Occupational Studies,23,2,2,,2,,3
10 + 40 + 50 + 55 + 70 + 73,2,FTF + FTT,08395,08395,Occupational Studies,23,,,,,,4
10 + 40 + 50 + 55 + 70 + 73,2,FTF + FTT,08395,08395,Occupational Studies,23,,,,,,5
10 + 40 + 50 + 55 + 70 + 73,2,FTF + FTT,08395,08395,Occupational Studies,23,,,,,,6
10 + 40 + 50 + 55 + 70 + 73,2,FTF + FTT,08395,08395,Occupational Studies,23,,,,,,7
10 + 40 + 50 + 55 + 70 + 73,2,FTF + FTT,08395,08395,Occupational Studies,23,,,,,,8
10 + 40 + 50 + 55 + 70 + 73,2,FTF + FTT,08395,08395,Occupational Studies,23,,,,,,9
10 + 40 + 50 + 55 + 70 + 73,2,FTF + FTT,08395,08395,Occupational Studies,23,,,,,,10
10 + 40 + 50 + 55 + 70 + 73,2,FTF + FTT,08395,08395,Occupational Studies,23,,,,,,11
10 + 40 + 50 + 55 + 70 + 73,2,FTF + FTT,08395,08395,Occupational Studies,23,,,,,,12
10 + 40 + 50 + 55 + 70 + 73,2,FTF + FTT,08395,08395,Occupational Studies,23,,,,,,13
10 + 40 + 50 + 55 + 70 + 73,2,FTF + FTT,08395,08395,Occupational Studies,23,,,,,,14
10 + 40 + 50 + 55 + 70 + 73,2,FTF + FTT,08395,08395,Occupational Studies,23,,,,,,15
10 + 40 + 50 + 55 + 70 + 73,2,FTF + FTT,09011 + 09012 + 09013,09013,Engineering,454,454,343,"$10,830",197,"$16,914",1
10 + 40 + 50 + 55 + 70 + 73,2,FTF + FTT,09011 + 09012 + 09013,09013,Engineering,454,89,62,"$13,318",44,"$18,752",2
10 + 40 + 50 + 55 + 70 + 73,2,FTF + FTT,09011 + 09012 + 09013,09013,Engineering,454,37,28,"$18,087",22,"$21,858",3
10 + 40 + 50 + 55 + 70 + 73,2,FTF + FTT,09011 + 09012 + 09013,09013,Engineering,454,21,15,"$21,081",13,"$28,202",4
10 + 40 + 50 + 55 + 70 + 73,2,FTF + FTT,09011 + 09012 + 09013,09013,Engineering,454,7,4,,3,,5
10 + 40 + 50 + 55 + 70 + 73,2,FTF + FTT,09011 + 09012 + 09013,09013,Engineering,454,5,5,"$31,063",3,,6
10 + 40 + 50 + 55 + 70 + 73,2,FTF + FTT,09011 + 09012 + 09013,09013,Engineering,454,2,2,,2,,7
10 + 40 + 50 + 55 + 70 + 73,2,FTF + FTT,09011 + 09012 + 09013,09013,Engineering,454,2,2,,2,,8
10 + 40 + 50 + 55 + 70 + 73,2,FTF + FTT,09011 + 09012 + 09013,09013,Engineering,454,1,1,,1,,9
10 + 40 + 50 + 55 + 70 + 73,2,FTF + FTT,09011 + 09012 + 09013,09013,Engineering,454,1,1,,1,,10
10 + 40 + 50 + 55 + 70 + 73,2,FTF + FTT,09011 + 09012 + 09013,09013,Engineering,454,,,,,,11
10 + 40 + 50 + 55 + 70 + 73,2,FTF + FTT,09011 + 09012 + 09013,09013,Engineering,454,,,,,,12
10 + 40 + 50 + 55 + 70 + 73,2,FTF + FTT,09011 + 09012 + 09013,09013,Engineering,454,,,,,,13
10 + 40 + 50 + 55 + 70 + 73,2,FTF + FTT,09011 + 09012 + 09013,09013,Engineering,454,,,,,,14
10 + 40 + 50 + 55 + 70 + 73,2,FTF + FTT,09011 + 09012 + 09013,09013,Engineering,454,,,,,,15
10 + 40 + 50 + 55 + 70 + 73,2,FTF + FTT,09021,09021,Aerospace Engineering,875,875,504,"$6,146",211,"$12,862",1
10 + 40 + 50 + 55 + 70 + 73,2,FTF + FTT,09021,09021,Aerospace Engineering,875,476,273,"$7,544",127,"$12,984",2
10 + 40 + 50 + 55 + 70 + 73,2,FTF + FTT,09021,09021,Aerospace Engineering,875,300,191,"$8,407",98,"$14,854",3
10 + 40 + 50 + 55 + 70 + 73,2,FTF + FTT,09021,09021,Aerospace Engineering,875,133,87,"$11,131",52,"$17,339",4
10 + 40 + 50 + 55 + 70 + 73,2,FTF + FTT,09021,09021,Aerospace Engineering,875,53,35,"$18,078",26,"$23,975",5
10 + 40 + 50 + 55 + 70 + 73,2,FTF + FTT,09021,09021,Aerospace Engineering,875,24,16,"$22,060",12,"$22,488",6
10 + 40 + 50 + 55 + 70 + 73,2,FTF + FTT,09021,09021,Aerospace Engineering,875,7,6,"$31,337",4,,7
10 + 40 + 50 + 55 + 70 + 73,2,FTF + FTT,09021,09021,Aerospace Engineering,875,3,2,,1,,8
10 + 40 + 50 + 55 + 70 + 73,2,FTF + FTT,09021,09021,Aerospace Engineering,875,2,2,,2,,9
10 + 40 + 50 + 55 + 70 + 73,2,FTF + FTT,09021,09021,Aerospace Engineering,875,2,2,,2,,10
10 + 40 + 50 + 55 + 70 + 73,2,FTF + FTT,09021,09021,Aerospace Engineering,875,,,,,,11
10 + 40 + 50 + 55 + 70 + 73,2,FTF + FTT,09021,09021,Aerospace Engineering,875,,,,,,12
10 + 40 + 50 + 55 + 70 + 73,2,FTF + FTT,09021,09021,Aerospace Engineering,875,,,,,,13
10 + 40 + 50 + 55 + 70 + 73,2,FTF + FTT,09021,09021,Aerospace Engineering,875,,,,,,14
10 + 40 + 50 + 55 + 70 + 73,2,FTF + FTT,09021,09021,Aerospace Engineering,875,,,,,,15
10 + 40 + 50 + 55 + 70 + 73,2,FTF + FTT,09051,09051,Biomedical Engineering,69,69,44,"$7,038",19,"$12,633",1
10 + 40 + 50 + 55 + 70 + 73,2,FTF + FTT,09051,09051,Biomedical Engineering,69,42,28,"$7,422",11,"$11,288",2
10 + 40 + 50 + 55 + 70 + 73,2,FTF + FTT,09051,09051,Biomedical Engineering,69,38,23,"$6,704",12,"$13,340",3
10 + 40 + 50 + 55 + 70 + 73,2,FTF + FTT,09051,09051,Biomedical Engineering,69,19,14,"$6,035",4,,4
10 + 40 + 50 + 55 + 70 + 73,2,FTF + FTT,09051,09051,Biomedical Engineering,69,8,4,,4,,5
10 + 40 + 50 + 55 + 70 + 73,2,FTF + FTT,09051,09051,Biomedical Engineering,69,4,2,,1,,6
10 + 40 + 50 + 55 + 70 + 73,2,FTF + FTT,09051,09051,Biomedical Engineering,69,,,,,,7
10 + 40 + 50 + 55 + 70 + 73,2,FTF + FTT,09051,09051,Biomedical Engineering,69,,,,,,8
10 + 40 + 50 + 55 + 70 + 73,2,FTF + FTT,09051,09051,Biomedical Engineering,69,,,,,,9
10 + 40 + 50 + 55 + 70 + 73,2,FTF + FTT,09051,09051,Biomedical Engineering,69,,,,,,10
10 + 40 + 50 + 55 + 70 + 73,2,FTF + FTT,09051,09051,Biomedical Engineering,69,,,,,,11
10 + 40 + 50 + 55 + 70 + 73,2,FTF + FTT,09051,09051,Biomedical Engineering,69,,,,,,12
10 + 40 + 50 + 55 + 70 + 73,2,FTF + FTT,09051,09051,Biomedical Engineering,69,,,,,,13
10 + 40 + 50 + 55 + 70 + 73,2,FTF + FTT,09051,09051,Biomedical Engineering,69,,,,,,14
10 + 40 + 50 + 55 + 70 + 73,2,FTF + FTT,09051,09051,Biomedical Engineering,69,,,,,,15
10 + 40 + 50 + 55 + 70 + 73,2,FTF + FTT,09061,09061,Chemical Engineering,565,565,275,"$7,594",129,"$12,616",1
10 + 40 + 50 + 55 + 70 + 73,2,FTF + FTT,09061,09061,Chemical Engineering,565,353,185,"$6,619",86,"$13,253",2
10 + 40 + 50 + 55 + 70 + 73,2,FTF + FTT,09061,09061,Chemical Engineering,565,213,119,"$8,550",66,"$14,090",3
10 + 40 + 50 + 55 + 70 + 73,2,FTF + FTT,09061,09061,Chemical Engineering,565,99,60,"$6,056",30,"$13,361",4
10 + 40 + 50 + 55 + 70 + 73,2,FTF + FTT,09061,09061,Chemical Engineering,565,51,29,"$7,866",18,"$10,854",5
10 + 40 + 50 + 55 + 70 + 73,2,FTF + FTT,09061,09061,Chemical Engineering,565,23,13,"$4,826",5,"$11,357",6
10 + 40 + 50 + 55 + 70 + 73,2,FTF + FTT,09061,09061,Chemical Engineering,565,7,2,,1,,7
10 + 40 + 50 + 55 + 70 + 73,2,FTF + FTT,09061,09061,Chemical Engineering,565,6,2,,2,,8
10 + 40 + 50 + 55 + 70 + 73,2,FTF + FTT,09061,09061,Chemical Engineering,565,4,1,,1,,9
10 + 40 + 50 + 55 + 70 + 73,2,FTF + FTT,09061,09061,Chemical Engineering,565,2,1,,1,,10
10 + 40 + 50 + 55 + 70 + 73,2,FTF + FTT,09061,09061,Chemical Engineering,565,2,1,,1,,11
10 + 40 + 50 + 55 + 70 + 73,2,FTF + FTT,09061,09061,Chemical Engineering,565,2,2,,1,,12
10 + 40 + 50 + 55 + 70 + 73,2,FTF + FTT,09061,09061,Chemical Engineering,565,1,1,,1,,13
10 + 40 + 50 + 55 + 70 + 73,2,FTF + FTT,09061,09061,Chemical Engineering,565,,,,,,14
10 + 40 + 50 + 55 + 70 + 73,2,FTF + FTT,09061,09061,Chemical Engineering,565,,,,,,15
10 + 40 + 50 + 55 + 70 + 73,2,FTF + FTT,09081,09081,Civil Engineering,"2,744","2,743","1,793","$9,067",949,"$15,711",1
10 + 40 + 50 + 55 + 70 + 73,2,FTF + FTT,09081,09081,Civil Engineering,"2,744","1,494",991,"$10,570",611,"$15,967",2
10 + 40 + 50 + 55 + 70 + 73,2,FTF + FTT,09081,09081,Civil Engineering,"2,744",967,681,"$12,464",438,"$17,601",3
10 + 40 + 50 + 55 + 70 + 73,2,FTF + FTT,09081,09081,Civil Engineering,"2,744",520,380,"$15,871",279,"$19,717",4
